mmsi,num_names,names,sov,flag,flag_type,num_loas,loa,max_loa,num_types,type
538002476,2,Ioannis P/Sea Faith,N,Marshall Islands (Republic of the) ,Foreign,2,181.0/183.0,183.0,1,Tanker
538002484,1,Yasa Gulten,N,Marshall Islands (Republic of the) ,Foreign,1,190.0,190.0,1,Cargo
538002499,1,Aristidis,N,Marshall Islands (Republic of the) ,Foreign,1,184.0,184.0,1,Tanker
538002501,1,Genmar Daphne,N,Marshall Islands (Republic of the) ,Foreign,1,240.0,240.0,1,Tanker
538002504,1,Cape Beira,N,Marshall Islands (Republic of the) ,Foreign,1,175.0,175.0,1,Tanker
538002510,1,Apollo,N,Marshall Islands (Republic of the) ,Foreign,1,225.0,225.0,1,Cargo
538002517,1,Caja Duchess,N,Marshall Islands (Republic of the) ,Foreign,1,100.0,100.0,1,Cargo
538002518,2,Caja Countess/Levante,N,Marshall Islands (Republic of the) ,Foreign,1,100.0,100.0,1,Cargo
538002520,1,Caja Empress,N,Marshall Islands (Republic of the) ,Foreign,1,100.0,100.0,1,Cargo
538002523,1,Omega Princess,N,Marshall Islands (Republic of the) ,Foreign,1,184.0,184.0,1,Tanker
538002527,1,Yasa Ozcan,N,Marshall Islands (Republic of the) ,Foreign,1,190.0,190.0,1,Cargo
538002528,1,M/v Yasa Team,N,Marshall Islands (Republic of the) ,Foreign,1,225.0,225.0,1,Cargo
538002534,1,Ridley Thomas,N,Marshall Islands (Republic of the) ,Foreign,1,61.0,61.0,1,Other
538002543,1,Triple A,N,Marshall Islands (Republic of the) ,Foreign,1,128.0,128.0,1,Tanker
538002554,1,Omega Prince,N,Marshall Islands (Republic of the) ,Foreign,1,184.0,184.0,1,Tanker
538002559,1,Sichem Defiance,N,Marshall Islands (Republic of the) ,Foreign,1,136.0,136.0,1,Tanker
538002560,2,Kcl Barracuda/Raysut Ii,N,Marshall Islands (Republic of the) ,Foreign,2,142.0/147.0,147.0,1,Cargo
538002561,1,Meriom Rose,N,Marshall Islands (Republic of the) ,Foreign,1,182.0,182.0,1,Tanker
538002565,1,Yasa Fortune,N,Marshall Islands (Republic of the) ,Foreign,1,225.0,225.0,1,Cargo
538002593,1,Fr8 Endeavour,N,Marshall Islands (Republic of the) ,Foreign,1,183.0,183.0,1,Tanker
538002594,1,Navig8 Spirit,N,Marshall Islands (Republic of the) ,Foreign,1,183.0,183.0,1,Tanker
538002598,1,Opal Express,N,Marshall Islands (Republic of the) ,Foreign,1,180.0,180.0,1,Tanker
538002603,1,Eships Dugon,N,Marshall Islands (Republic of the) ,Foreign,1,128.0,128.0,1,Tanker
538002604,1,Eships Eagle,N,Marshall Islands (Republic of the) ,Foreign,1,128.0,128.0,1,Tanker
538002608,1,Intrepid Reliance,N,Marshall Islands (Republic of the) ,Foreign,1,241.0,241.0,1,Tanker
538002614,1,Ance,N,Marshall Islands (Republic of the) ,Foreign,1,196.0,196.0,1,Tanker
538002616,1,M/t Cape Bilbao,N,Marshall Islands (Republic of the) ,Foreign,1,176.0,176.0,1,Tanker
538002622,1,Mt Omega Queen,N,Marshall Islands (Republic of the) ,Foreign,1,228.0,228.0,1,Tanker
538002629,1,Iron Vassilis,N,Marshall Islands (Republic of the) ,Foreign,1,229.0,229.0,1,Cargo
538002630,1,Iron Bill,N,Marshall Islands (Republic of the) ,Foreign,1,229.0,229.0,1,Cargo
538002631,1,Ore Hansa,N,Marshall Islands (Republic of the) ,Foreign,1,229.0,229.0,1,Cargo
538002632,1,Santa Barbara,N,Marshall Islands (Republic of the) ,Foreign,1,229.0,229.0,1,Cargo
538002633,1,Iron Anne,N,Marshall Islands (Republic of the) ,Foreign,1,229.0,229.0,1,Cargo
538002634,1,Iron Fuzeyya,N,Marshall Islands (Republic of the) ,Foreign,1,229.0,229.0,1,Cargo
538002635,1,Iron Kalypso,N,Marshall Islands (Republic of the) ,Foreign,1,229.0,229.0,1,Cargo
538002636,1,Coal Gypsy,N,Marshall Islands (Republic of the) ,Foreign,1,229.0,229.0,1,Cargo
538002637,1,Pascha,N,Marshall Islands (Republic of the) ,Foreign,1,229.0,229.0,1,Cargo
538002638,1,Coal Hunter,N,Marshall Islands (Republic of the) ,Foreign,1,229.0,229.0,1,Cargo
538002639,1,Iron Lindrew,N,Marshall Islands (Republic of the) ,Foreign,1,229.0,229.0,1,Cargo
538002641,1,Iron Manolis,N,Marshall Islands (Republic of the) ,Foreign,1,229.0,229.0,1,Cargo
538002648,1,Omega Lady Sarah,N,Marshall Islands (Republic of the) ,Foreign,2,228.0/229.0,229.0,1,Tanker
538002652,1,Naias,N,Marshall Islands (Republic of the) ,Foreign,1,225.0,225.0,1,Cargo
538002655,1,Agisilaos,N,Marshall Islands (Republic of the) ,Foreign,1,184.0,184.0,1,Tanker
538002656,2,Golar Arctic/Granatina,N,Marshall Islands (Republic of the) ,Foreign,1,279.0,279.0,1,Tanker
538002659,1,Mv Jaeger,N,Marshall Islands (Republic of the) ,Foreign,1,190.0,190.0,1,Cargo
538002662,1,Yasa Goldenbosphorus,N,Marshall Islands (Republic of the) ,Foreign,1,249.0,249.0,1,Tanker
538002663,1,Yasa Golden Horn,N,Marshall Islands (Republic of the) ,Foreign,1,249.0,249.0,1,Tanker
538002667,1,Jurkalne,N,Marshall Islands (Republic of the) ,Foreign,1,196.0,196.0,1,Tanker
538002677,1,Aristides N P,N,Marshall Islands (Republic of the) ,Foreign,1,225.0,225.0,1,Cargo
538002693,1,Arionas,N,Marshall Islands (Republic of the) ,Foreign,2,183.0/184.0,184.0,1,Tanker
538002700,1,Puze,N,Marshall Islands (Republic of the) ,Foreign,2,0.0/195.0,195.0,1,Tanker
538002717,1,Lilian Z,N,Marshall Islands (Republic of the) ,Foreign,1,225.0,225.0,1,Cargo
538002742,1,Clean Energy,N,Marshall Islands (Republic of the) ,Foreign,1,288.0,288.0,1,Tanker
538002752,2,Gora/Sider Unity,N,Marshall Islands (Republic of the) ,Foreign,1,143.0,143.0,1,Cargo
538002754,1,Kandava,N,Marshall Islands (Republic of the) ,Foreign,1,183.0,183.0,1,Tanker
538002757,1,Krisjanis Valdemars,N,Marshall Islands (Republic of the) ,Foreign,1,183.0,183.0,1,Tanker
538002772,1,Delvina,N,Marshall Islands (Republic of the) ,Foreign,1,190.0,190.0,1,Cargo
538002773,2,538002773/Piltene,N,Marshall Islands (Republic of the) ,Foreign,2,0.0/195.0,195.0,1,Tanker
538002774,1,Uzava,N,Marshall Islands (Republic of the) ,Foreign,1,196.0,196.0,1,Tanker
538002775,1,Targale,N,Marshall Islands (Republic of the) ,Foreign,1,196.0,196.0,1,Tanker
538002776,1,Usma,N,Marshall Islands (Republic of the) ,Foreign,1,196.0,196.0,1,Tanker
538002777,1,Ugale,N,Marshall Islands (Republic of the) ,Foreign,1,199.0,199.0,1,Tanker
538002778,1,Salacgriva,N,Marshall Islands (Republic of the) ,Foreign,1,196.0,196.0,1,Tanker
538002779,1,Ainazi,N,Marshall Islands (Republic of the) ,Foreign,1,196.0,196.0,1,Tanker
538002783,1,Iver Progress,N,Marshall Islands (Republic of the) ,Foreign,1,184.0,184.0,1,Tanker
538002784,1,Iver Prosperity,N,Marshall Islands (Republic of the) ,Foreign,1,184.0,184.0,1,Tanker
538002787,1,Diplomat,N,Marshall Islands (Republic of the) ,Foreign,1,128.0,128.0,1,Tanker
538002790,1,Negotiator,N,Marshall Islands (Republic of the) ,Foreign,1,128.0,128.0,1,Tanker
538002792,1,Patriotic,N,Marshall Islands (Republic of the) ,Foreign,1,128.0,128.0,1,Tanker
538002795,1,Rising Sun,N,Marshall Islands (Republic of the) ,Foreign,1,172.0,172.0,1,Tanker
538002797,1,Loyal Union,N,Marshall Islands (Republic of the) ,Foreign,1,190.0,190.0,1,Cargo
538002802,1,Dipper,N,Marshall Islands (Republic of the) ,Foreign,1,182.0,182.0,1,Cargo
538002803,1,Navision Alliance,N,Marshall Islands (Republic of the) ,Foreign,1,169.0,169.0,1,Cargo
538002806,1,Filitsa,N,Marshall Islands (Republic of the) ,Foreign,1,151.0,151.0,1,Cargo
538002825,1,Chios Legacy,N,Marshall Islands (Republic of the) ,Foreign,1,186.0,186.0,1,Cargo
538002828,1,Genco Thunder,N,Marshall Islands (Republic of the) ,Foreign,1,225.0,225.0,1,Cargo
538002835,1,Fairchem Bronco,N,Marshall Islands (Republic of the) ,Foreign,1,137.0,137.0,1,Tanker
538002839,1,Amfialos,N,Marshall Islands (Republic of the) ,Foreign,1,223.0,223.0,1,Cargo
538002844,1,Yasa Golden Marmara,N,Marshall Islands (Republic of the) ,Foreign,1,246.0,246.0,1,Tanker
538002845,1,Yasa Golden Dardanel,N,Marshall Islands (Republic of the) ,Foreign,1,245.0,245.0,1,Tanker
538002852,1,Histria Azure,N,Marshall Islands (Republic of the) ,Foreign,1,179.0,179.0,1,Tanker
538002853,1,Azur,N,Marshall Islands (Republic of the) ,Foreign,1,225.0,225.0,1,Cargo
538002861,1,Island Globe,N,Marshall Islands (Republic of the) ,Foreign,1,225.0,225.0,1,Cargo
538002862,2,Kaethe C Rickmers/Maersk Djibouti,N,Marshall Islands (Republic of the) ,Foreign,1,294.0,294.0,1,Cargo
538002864,1,Ital Fastosa,N,Marshall Islands (Republic of the) ,Foreign,1,238.0,238.0,1,Cargo
538002866,1,Meriom Glory,N,Marshall Islands (Republic of the) ,Foreign,1,182.0,182.0,1,Tanker
538002867,1,Meriom Iris,N,Marshall Islands (Republic of the) ,Foreign,1,183.0,183.0,1,Tanker
538002869,1,Meriom Topaz,N,Marshall Islands (Republic of the) ,Foreign,1,183.0,183.0,1,Tanker
538002876,1,Shrike,N,Marshall Islands (Republic of the) ,Foreign,1,190.0,190.0,1,Cargo
538002882,1,Kittiwake,N,Marshall Islands (Republic of the) ,Foreign,1,189.0,189.0,1,Cargo
538002883,1,Tequila,N,Marshall Islands (Republic of the) ,Foreign,1,129.0,129.0,1,Tanker
538002885,1,Skua,N,Marshall Islands (Republic of the) ,Foreign,1,189.0,189.0,1,Cargo
538002888,1,Sea Pearl,N,Marshall Islands (Republic of the) ,Foreign,1,183.0,183.0,1,Cargo
538002891,1,Lark,N,Marshall Islands (Republic of the) ,Foreign,1,190.0,190.0,1,Cargo
538002902,1,Helena,N,Marshall Islands (Republic of the) ,Foreign,1,225.0,225.0,1,Cargo
538002903,1,Harvest Moon,N,Marshall Islands (Republic of the) ,Foreign,1,225.0,225.0,1,Cargo
538002904,1,Pierre,N,Marshall Islands (Republic of the) ,Foreign,1,225.0,225.0,1,Cargo
538002907,1,Eleni T,N,Marshall Islands (Republic of the) ,Foreign,1,175.0,175.0,1,Cargo
538002908,2,Niki T/Niki T.,N,Marshall Islands (Republic of the) ,Foreign,2,174.0/175.0,175.0,1,Cargo
538002910,1,Stena Fr8 1,N,Marshall Islands (Republic of the) ,Foreign,1,183.0,183.0,1,Tanker
538002911,1,Stena Fr8 2,N,Marshall Islands (Republic of the) ,Foreign,1,183.0,183.0,1,Tanker
538002919,1,M\v Alpha,N,Marshall Islands (Republic of the) ,Foreign,1,178.0,178.0,1,Cargo
538002920,1,Al Gharrafa,N,Marshall Islands (Republic of the) ,Foreign,1,315.0,315.0,1,Tanker
538002939,1,Porto     Leone,N,Marshall Islands (Republic of the) ,Foreign,1,142.0,142.0,1,Cargo
538002943,1,Ladytramp,N,Marshall Islands (Republic of the) ,Foreign,1,175.0,175.0,1,Cargo
538002945,1,Genmar Elektra,N,Marshall Islands (Republic of the) ,Foreign,1,240.0,240.0,1,Tanker
538002946,1,Overseas      Luzon,N,Marshall Islands (Republic of the) ,Foreign,1,228.0,228.0,1,Tanker
538002947,1,Overseas Visayas,N,Marshall Islands (Republic of the) ,Foreign,1,228.0,228.0,1,Tanker
538002951,2,Alpine Stealth/Stena Stealth,N,Marshall Islands (Republic of the) ,Foreign,1,183.0,183.0,1,Tanker
538002953,1,Msc Benedetta,N,Marshall Islands (Republic of the) ,Foreign,1,294.0,294.0,1,Cargo
538002954,2,Msc Debra/Sct Chile,N,Marshall Islands (Republic of the) ,Foreign,2,284.0/294.0,294.0,1,Cargo
538002955,1,Msc Mara,N,Marshall Islands (Republic of the) ,Foreign,1,294.0,294.0,1,Cargo
538002956,2,Msc Olga/Sct Zurich,N,Marshall Islands (Republic of the) ,Foreign,1,294.0,294.0,1,Cargo
538002957,1,Koriana,N,Marshall Islands (Republic of the) ,Foreign,1,190.0,190.0,1,Cargo
538002958,2,Navig8 Stealth/Navig8tealth,N,Marshall Islands (Republic of the) ,Foreign,2,181.0/183.0,183.0,1,Tanker
538002959,1,Cape Esmeralda,N,Marshall Islands (Republic of the) ,Foreign,1,133.0,133.0,1,Tanker
538002962,1,Cape Egmont,N,Marshall Islands (Republic of the) ,Foreign,1,121.0,121.0,1,Tanker
538002963,1,Crowley Americas,N,Marshall Islands (Republic of the) ,Foreign,1,165.0,165.0,1,Cargo
538002973,1,Genco Provence,N,Marshall Islands (Republic of the) ,Foreign,1,190.0,190.0,1,Cargo
538002977,1,River Globe,N,Marshall Islands (Republic of the) ,Foreign,1,189.0,189.0,1,Cargo
538002978,1,Msc Lugano,N,Marshall Islands (Republic of the) ,Foreign,1,240.0,240.0,1,Cargo
538002979,1,Songa Nor,N,Marshall Islands (Republic of the) ,Foreign,1,188.0,188.0,1,Cargo
538002982,1,Malbec,N,Marshall Islands (Republic of the) ,Foreign,1,183.0,183.0,1,Tanker
538002985,1,V-rod,N,Marshall Islands (Republic of the) ,Foreign,1,225.0,225.0,1,Cargo
538002986,1,Ocean Breeze,N,Marshall Islands (Republic of the) ,Foreign,1,138.0,138.0,1,Cargo
538002992,1,Nyk Constellation,N,Marshall Islands (Republic of the) ,Foreign,1,294.0,294.0,1,Cargo
538003001,1,Clean Force,N,Marshall Islands (Republic of the) ,Foreign,1,288.0,288.0,1,Tanker
538003002,1,Arcadia,N,Marshall Islands (Republic of the) ,Foreign,1,186.0,186.0,1,Cargo
538003004,1,Gladiator,N,Marshall Islands (Republic of the) ,Foreign,1,169.0,169.0,1,Cargo
538003006,1,Dover Strait,N,Marshall Islands (Republic of the) ,Foreign,1,159.0,159.0,1,Cargo
538003008,1,Ecomar G.o.,N,Marshall Islands (Republic of the) ,Foreign,1,225.0,225.0,1,Cargo
538003023,1,Aviator,N,Marshall Islands (Republic of the) ,Foreign,1,139.0,139.0,1,Cargo
538003024,1,Navig8 Faith,N,Marshall Islands (Republic of the) ,Foreign,1,183.0,183.0,1,Tanker
538003025,1,Navig8 Fidelity,N,Marshall Islands (Republic of the) ,Foreign,1,183.0,183.0,1,Tanker
538003027,1,Fr8 Endurance,N,Marshall Islands (Republic of the) ,Foreign,1,183.0,183.0,1,Tanker
538003029,1,Overseas Joyce,N,Marshall Islands (Republic of the) ,Foreign,2,191.0/391.0,391.0,1,Cargo
538003030,1,Free Goddess,N,Marshall Islands (Republic of the) ,Foreign,1,158.0,158.0,1,Cargo
538003031,1,Fr8 Pride,N,Marshall Islands (Republic of the) ,Foreign,2,220.0/228.0,228.0,1,Tanker
538003036,1,Overseas Serifos,N,Marshall Islands (Republic of the) ,Foreign,1,182.0,182.0,1,Tanker
538003039,1,Fblue,N,Marshall Islands (Republic of the) ,Foreign,1,126.0,126.0,1,Cargo
538003041,1,Star Cosmo,N,Marshall Islands (Republic of the) ,Foreign,2,190.0/369.0,369.0,1,Cargo
538003042,2,Richmond/Yue Dian 82,N,Marshall Islands (Republic of the) ,Foreign,1,225.0,225.0,1,Cargo
538003043,1,Star Epsilon,N,Marshall Islands (Republic of the) ,Foreign,1,189.0,189.0,1,Cargo
538003046,1,Genmar St.nikolas,N,Marshall Islands (Republic of the) ,Foreign,1,274.0,274.0,1,Tanker
538003047,1,Star Gamma,N,Marshall Islands (Republic of the) ,Foreign,1,188.0,188.0,1,Cargo
538003050,1,Star Theta,N,Marshall Islands (Republic of the) ,Foreign,1,182.0,182.0,1,Cargo
538003052,1,Mv Star Kappa,N,Marshall Islands (Republic of the) ,Foreign,1,189.0,189.0,1,Cargo
538003053,1,Overseas London,N,Marshall Islands (Republic of the) ,Foreign,1,270.0,270.0,1,Tanker
538003059,1,Kastro,N,Marshall Islands (Republic of the) ,Foreign,1,190.0,190.0,1,Cargo
538003061,1,Sea Phantom,N,Marshall Islands (Republic of the) ,Foreign,1,128.0,128.0,1,Tanker
538003079,1,Commencement,N,Marshall Islands (Republic of the) ,Foreign,1,128.0,128.0,1,Tanker
538003081,1,San Remo Ii,N,Marshall Islands (Republic of the) ,Foreign,1,113.0,113.0,1,Cargo
538003084,1,Spirit Of Brazil,N,Marshall Islands (Republic of the) ,Foreign,1,224.0,224.0,1,Cargo
538003089,1,New Fortune,N,Marshall Islands (Republic of the) ,Foreign,1,185.0,185.0,1,Cargo
538003095,1,Atlas Voyager,N,Marshall Islands (Republic of the) ,Foreign,1,249.0,249.0,1,Tanker
538003103,1,Navig8 Stealth Ii,N,Marshall Islands (Republic of the) ,Foreign,1,183.0,183.0,1,Tanker
538003107,1,Ecoan G.o.,N,Marshall Islands (Republic of the) ,Foreign,1,225.0,225.0,1,Cargo
538003109,1,M/t Songa Ruby,N,Marshall Islands (Republic of the) ,Foreign,1,144.0,144.0,1,Tanker
538003110,1,Songa Sapphire,N,Marshall Islands (Republic of the) ,Foreign,1,144.0,144.0,1,Tanker
538003113,1,Melody,N,Marshall Islands (Republic of the) ,Foreign,2,182.0/183.0,183.0,1,Tanker
538003115,1,Miss Lucy,N,Marshall Islands (Republic of the) ,Foreign,1,182.0,182.0,1,Tanker
538003117,2,Liquid Challenge/Liquid Velvet,N,Marshall Islands (Republic of the) ,Foreign,1,114.0,114.0,1,Tanker
538003123,1,Stavros P,N,Marshall Islands (Republic of the) ,Foreign,1,190.0,190.0,1,Cargo
538003144,1,Ecosand G.o,N,Marshall Islands (Republic of the) ,Foreign,1,225.0,225.0,1,Cargo
538003165,1,Spirit Of Rio,N,Marshall Islands (Republic of the) ,Foreign,1,230.0,230.0,1,Cargo
538003168,1,Mpp Arrow,N,Marshall Islands (Republic of the) ,Foreign,1,100.0,100.0,1,Cargo
538003170,1,Mpp Shield,N,Marshall Islands (Republic of the) ,Foreign,1,100.0,100.0,1,Cargo
538003173,1,Royal Emerald,N,Marshall Islands (Republic of the) ,Foreign,1,129.0,129.0,1,Tanker
538003176,1,Siteam Anja,N,Marshall Islands (Republic of the) ,Foreign,1,182.0,182.0,1,Tanker
538003185,1,Star Omicron,N,Marshall Islands (Republic of the) ,Foreign,1,189.0,189.0,1,Cargo
538003191,1,Handytankers Marvel,N,Marshall Islands (Republic of the) ,Foreign,1,183.0,183.0,1,Tanker
538003197,1,Overseas Sifnos,N,Marshall Islands (Republic of the) ,Foreign,1,183.0,183.0,1,Tanker
538003211,1,Fair Seas,N,Marshall Islands (Republic of the) ,Foreign,1,250.0,250.0,1,Tanker
538003212,1,Mozah,N,Marshall Islands (Republic of the) ,Foreign,1,345.0,345.0,1,Tanker
538003217,1,Overseas Kimolos,N,Marshall Islands (Republic of the) ,Foreign,1,183.0,183.0,1,Tanker
538003225,1,Magnum Energy,N,Marshall Islands (Republic of the) ,Foreign,1,190.0,190.0,1,Unknown
538003231,1,Imperator,N,Marshall Islands (Republic of the) ,Foreign,1,139.0,139.0,1,Cargo
538003233,1,Overseas Acadia,N,Marshall Islands (Republic of the) ,Foreign,1,250.0,250.0,1,Tanker
538003234,1,S.nicole,N,Marshall Islands (Republic of the) ,Foreign,1,225.0,225.0,1,Cargo
538003238,1,Thor,N,Marshall Islands (Republic of the) ,Foreign,1,225.0,225.0,1,Cargo
538003248,1,Mv Goldeneye,N,Marshall Islands (Republic of the) ,Foreign,1,190.0,190.0,1,Cargo
538003250,1,Moonray,N,Marshall Islands (Republic of the) ,Foreign,1,190.0,190.0,1,Cargo
538003266,1,Pride Of Indore,N,Marshall Islands (Republic of the) ,Foreign,1,225.0,225.0,1,Cargo
538003271,1,Redwing,N,Marshall Islands (Republic of the) ,Foreign,1,189.0,189.0,1,Cargo
538003277,1,Songa Diamond,N,Marshall Islands (Republic of the) ,Foreign,1,144.0,144.0,1,Tanker
538003278,1,Mol Destiny,N,Marshall Islands (Republic of the) ,Foreign,1,260.0,260.0,1,Cargo
538003279,1,Songa Topaz,N,Marshall Islands (Republic of the) ,Foreign,1,144.0,144.0,1,Tanker
538003280,1,Front Alfa,N,Marshall Islands (Republic of the) ,Foreign,1,270.0,270.0,1,Tanker
538003285,1,Ocean Diamond,N,Marshall Islands (Republic of the) ,Foreign,1,170.0,170.0,1,Cargo
538003288,1,Laki,N,Marshall Islands (Republic of the) ,Foreign,1,115.0,115.0,1,Cargo
538003289,1,Vereina,N,Marshall Islands (Republic of the) ,Foreign,1,165.0,165.0,1,Cargo
538003290,1,Noble Express,N,Marshall Islands (Republic of the) ,Foreign,1,183.0,183.0,1,Tanker
538003291,1,Fairchem Friesian,N,Marshall Islands (Republic of the) ,Foreign,1,146.0,146.0,1,Tanker
538003298,1,Inase,N,Marshall Islands (Republic of the) ,Foreign,1,169.0,169.0,1,Cargo
538003300,1,Umm Slal,N,Marshall Islands (Republic of the) ,Foreign,2,338.0/345.0,345.0,1,Tanker
538003301,1,Bu Samra,N,Marshall Islands (Republic of the) ,Foreign,1,345.0,345.0,1,Tanker
538003321,1,Overseas Everglades,N,Marshall Islands (Republic of the) ,Foreign,1,250.0,250.0,1,Tanker
538003322,1,Overseas Yellowstone,N,Marshall Islands (Republic of the) ,Foreign,2,250.0/280.0,280.0,1,Tanker
538003323,1,Autumn,N,Marshall Islands (Republic of the) ,Foreign,1,129.0,129.0,1,Tanker
538003324,1,Winter,N,Marshall Islands (Republic of the) ,Foreign,1,128.0,128.0,1,Tanker
538003325,1,Spring,N,Marshall Islands (Republic of the) ,Foreign,1,129.0,129.0,1,Tanker
538003326,1,Summer,N,Marshall Islands (Republic of the) ,Foreign,1,128.0,128.0,1,Tanker
538003328,1,Lady Cordelia,N,Marshall Islands (Republic of the) ,Foreign,1,129.0,129.0,1,Tanker
538003334,1,Overseas Palawan,N,Marshall Islands (Republic of the) ,Foreign,1,228.0,228.0,1,Tanker
538003342,1,Tula,N,Marshall Islands (Republic of the) ,Foreign,1,183.0,183.0,1,Tanker
538003343,1,Orsula,N,Marshall Islands (Republic of the) ,Foreign,1,200.0,200.0,1,Cargo
538003345,1,Oluja,N,Marshall Islands (Republic of the) ,Foreign,1,188.0,188.0,1,Cargo
538003347,1,Al Rekayyat,N,Marshall Islands (Republic of the) ,Foreign,1,315.0,315.0,1,Tanker
538003349,1,Al Bahiya,N,Marshall Islands (Republic of the) ,Foreign,1,315.0,315.0,1,Tanker
538003350,1,Al Khattiya,N,Marshall Islands (Republic of the) ,Foreign,1,312.0,312.0,1,Tanker
538003353,1,Al Ghashamiya,N,Marshall Islands (Republic of the) ,Foreign,1,315.0,315.0,1,Tanker
538003358,1,Al Karaana,N,Marshall Islands (Republic of the) ,Foreign,1,315.0,315.0,1,Tanker
538003363,1,Onaiza,N,Marshall Islands (Republic of the) ,Foreign,1,315.0,315.0,1,Tanker
538003366,1,Baldock,N,Marshall Islands (Republic of the) ,Foreign,1,244.0,244.0,1,Cargo
538003382,1,Lyla,N,Marshall Islands (Republic of the) ,Foreign,1,292.0,292.0,1,Cargo
538003397,1,Overseas Ambermar,N,Marshall Islands (Republic of the) ,Foreign,2,183.0/184.0,184.0,1,Tanker
538003401,1,Navision Ivory,N,Marshall Islands (Republic of the) ,Foreign,2,100.0/113.0,113.0,1,Cargo
538003410,1,Clipper Daisy,N,Marshall Islands (Republic of the) ,Foreign,1,124.0,124.0,1,Tanker
538003414,1,Sophia D,N,Marshall Islands (Republic of the) ,Foreign,1,188.0,188.0,1,Cargo
538003422,1,Cape Tallin,N,Marshall Islands (Republic of the) ,Foreign,1,228.0,228.0,1,Tanker
538003423,1,Kefalonia,N,Marshall Islands (Republic of the) ,Foreign,1,170.0,170.0,1,Cargo
538003424,1,Paxi,N,Marshall Islands (Republic of the) ,Foreign,1,170.0,170.0,1,Cargo
538003427,1,Oyster,N,Marshall Islands (Republic of the) ,Foreign,1,136.0,136.0,1,Cargo
538003431,1,Histria Prince,N,Marshall Islands (Republic of the) ,Foreign,1,180.0,180.0,1,Tanker
538003434,1,Sira,N,Marshall Islands (Republic of the) ,Foreign,1,147.0,147.0,1,Tanker
538003439,1,Sea Voyager,N,Marshall Islands (Republic of the) ,Foreign,1,237.0,237.0,1,Tanker
538003445,1,Ourania Luck,N,Marshall Islands (Republic of the) ,Foreign,1,225.0,225.0,1,Cargo
538003449,1,Anastasia C,N,Marshall Islands (Republic of the) ,Foreign,1,225.0,225.0,1,Cargo
538003450,1,Overseas Yosemite,N,Marshall Islands (Republic of the) ,Foreign,1,250.0,250.0,1,Tanker
538003459,1,Chem Faros,N,Marshall Islands (Republic of the) ,Foreign,1,178.0,178.0,1,Tanker
538003460,1,Handytankers Magic,N,Marshall Islands (Republic of the) ,Foreign,1,182.0,182.0,1,Tanker
538003461,1,Baltic Wolf,N,Marshall Islands (Republic of the) ,Foreign,1,292.0,292.0,1,Cargo
538003462,1,M/t Chem Alya,N,Marshall Islands (Republic of the) ,Foreign,1,144.0,144.0,1,Tanker
538003468,1,Golden Hope,N,Marshall Islands (Republic of the) ,Foreign,1,289.0,289.0,1,Cargo
538003477,1,Crested Eagle,N,Marshall Islands (Republic of the) ,Foreign,1,189.0,189.0,1,Cargo
538003478,1,Hanjin Newport,N,Marshall Islands (Republic of the) ,Foreign,1,261.0,261.0,1,Cargo
538003484,1,Sealand Motivator,N,Marshall Islands (Republic of the) ,Foreign,1,261.0,261.0,1,Cargo
538003492,1,Omega Duke,N,Marshall Islands (Republic of the) ,Foreign,1,183.0,183.0,1,Tanker
538003514,1,Federal Margaree,N,Marshall Islands (Republic of the) ,Foreign,1,185.0,185.0,1,Cargo
538003525,1,Chem Lyra,N,Marshall Islands (Republic of the) ,Foreign,1,144.0,144.0,1,Tanker
538003529,1,Ocean Prince,N,Marshall Islands (Republic of the) ,Foreign,1,225.0,225.0,1,Cargo
538003530,1,Alpine Endurance,N,Marshall Islands (Republic of the) ,Foreign,1,183.0,183.0,1,Tanker
538003539,1,Slettnes,N,Marshall Islands (Republic of the) ,Foreign,1,190.0,190.0,1,Cargo
538003540,1,Svenner,N,Marshall Islands (Republic of the) ,Foreign,1,189.0,189.0,1,Cargo
538003541,1,Svinoy,N,Marshall Islands (Republic of the) ,Foreign,1,190.0,190.0,1,Cargo
538003549,1,Cape  Tees,N,Marshall Islands (Republic of the) ,Foreign,1,228.0,228.0,1,Tanker
538003551,1,Songa Jade,N,Marshall Islands (Republic of the) ,Foreign,1,144.0,144.0,1,Tanker
538003552,1,Songa Emerald,N,Marshall Islands (Republic of the) ,Foreign,1,144.0,144.0,1,Tanker
538003561,1,Maria,N,Marshall Islands (Republic of the) ,Foreign,1,190.0,190.0,1,Cargo
538003562,1,Riverside,N,Marshall Islands (Republic of the) ,Foreign,1,250.0,250.0,1,Tanker
538003563,1,Golden Shui,N,Marshall Islands (Republic of the) ,Foreign,1,293.0,293.0,1,Cargo
538003566,1,Songa Hawk,N,Marshall Islands (Republic of the) ,Foreign,1,128.0,128.0,1,Tanker
538003568,1,Kavo Alexandros Iii,N,Marshall Islands (Republic of the) ,Foreign,1,190.0,190.0,1,Cargo
538003569,1,Kavo Emerald,N,Marshall Islands (Republic of the) ,Foreign,1,190.0,190.0,1,Cargo
538003578,1,Ocean Princess I,N,Marshall Islands (Republic of the) ,Foreign,2,183.0/230.0,230.0,1,Tanker
538003594,1,Vany Rickmers,N,Marshall Islands (Republic of the) ,Foreign,1,183.0,183.0,1,Cargo
538003595,1,Supertramp,N,Marshall Islands (Republic of the) ,Foreign,1,160.0,160.0,1,Cargo
